,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,SCH,CH,NOTHING
A,150,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,12,0,39,0,0,0
B,0,144,7,3,7,0,0,0,3,0,0,0,0,0,0,0,2,66,0,0,0,58,0,0,0,0,10,0,0
C,0,0,265,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,22
D,0,0,87,56,40,74,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,8,0
E,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,99,0,0,0
F,0,68,7,0,0,158,0,0,41,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
G,10,0,0,2,0,0,123,14,0,20,0,0,0,0,0,0,10,0,1,14,0,33,0,5,23,45,0,0,0
H,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,41,0,0,0,0,18,0,0,50,1,0,0,0
I,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,210,4,0,0,0
J,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,40,211,0,0,0
K,0,0,0,0,0,0,0,0,0,0,210,77,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
L,0,15,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0
M,0,0,0,0,2,0,0,0,3,0,0,0,208,17,0,0,1,7,0,3,0,3,0,0,18,38,0,0,0
N,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,38,0,0,33,0,0,0,1,0,0,0,0,0
O,13,0,0,7,0,0,2,0,0,0,0,0,0,8,87,0,93,0,0,31,0,0,0,36,10,13,0,0,0
P,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,265,0,0,0,0,0,0,0,0,0,0,33,0,0
Q,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,25,0,13,0,46,0,0,0
R,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,79,0,0,3,121,18,0,0,72,0,0,0
S,30,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,198,6,0,0,0,30,0,0,0,0,0
T,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,67,142,0,0,0,7,0,0,0,0,0
U,0,0,0,0,2,0,0,0,0,58,0,0,0,0,0,0,0,1,0,15,196,0,0,0,0,7,21,0,0
V,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,35,0,200,47,0,0,0,0,0,0
W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0
X,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,32,35,0,0,0,0,213,4,0,0,0,0
Y,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,289,0,0,0,0
Z,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,2,30,1,12,6,195,0,0,0
SCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0
CH,0,0,0,9,0,0,1,6,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,78,0,0,0,175,0
NOTHING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,0,0,274
